3,"813 ","AFFILIATED CB                                     ","                                                  ","16045351141","16045355174","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","MON - FRI: 7:30 TO 5:30 PM"
339,"813 ","UPS SCS                                           ","                                                  ","16045350911","16045350913","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","MON - FRI: 7 AM TO MIDNIGHT"
340,"ALL ","UPS SCS (SAMSUNG)                                 ","                                                  ","16042709449","16042709860","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
341,"351 ","UTI                                               ","                                                  ","19052625078","19052625818","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
342,"427 ","UTI                                               ","                                                  ","19052625078","19052625818","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","24 / 7 OFFICE"
343,"440 ","UTI                                               ","                                                  ","15193371832","15193370802","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
344,"453 ","UTI                                               ","                                                  ","15192568008","15192582351","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
345,"502 ","UTI                                               ","                                                  ","19052625078","19052625818","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
346,"705 ","UTI                                               ","                                                  ","19052625078","19052625818","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
347,"813 ","UTI                                               ","                                                  ","19052625078","19052625818","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
348,"ALL ","VANCOUVER CB                                      ","                                                  ","16047338881","16047335045","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
349,"ALL ","VIACAN CB INC                                     ","                                                  ","15146360233","15146360325","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
350,"ALL ","WJ  BONDY                                         ","                                                  ","15193268631","15193261461","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
351,"351 ","WILLIAM L RUTHERFORD LTD                          ","                                                  ","9056732222 ","9056732656 ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
352,"427 ","WILLIAM L RUTHERFORD LTD                          ","                                                  ","19052624803","19052625617","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
353,"440 ","WILLIAM L RUTHERFORD LTD                          ","                                                  ","15193370868","15193370870","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
354,"453 ","WILLIAM L RUTHERFORD LTD                          ","                                                  ","15192508444","15192508460","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
355,"502 ","WILLIAM L RUTHERFORD LTD                          ","                                                  ","9056732222 ","9056732656 ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
356,"705 ","WILLIAM L RUTHERFORD LTD                          ","                                                  ","9056732222 ","9056732656 ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
357,"813 ","WILLIAM L RUTHERFORD LTD                          ","                                                  ","9056732222 ","9056732656 ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
358,"ALL ","WILLIAM L RUTHERFORD (BC) LTD                     ","                                                  ","16045381411","16045385543","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
359,"ALL ","W PICKETT & BROS CB                               ","                                                  ","4166222050 ","4166222797 ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
360,"ALL ","WG MCKAY                                          ","                                                  ","15193371142","15193371299","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","24/7"
361,"427 ","WG MCKAY                                          ","                                                  ","19052625121","19052625250","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
362,"440 ","WG MCKAY                                          ","                                                  ","15193371142","15193371299","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
363,"453 ","WG MCKAY                                          ","                                                  ","15192508387","15192508354","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
364,"ALL ","WELKE CB                                          ","                                                  ","4166740592 ","4166741635 ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
365,"ALL ","WHITE & WHITE CB                                  ","                                                  ","9052069966 ","9052069110 ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
366,"351 ","WILLSON INTL LTD                                  ","                                                  ","19058711310","19058715334","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
367,"427 ","WILLSON INTL LTD                                  ","                                                  ","19052625353","19052624424","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","24/7"
368,"440 ","WILLSON INTL LTD                                  ","                                                  ","15193323130","15193449467","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","24/7"
369,"453 ","WILLSON INTL LTD                                  ","                                                  ","15192508338","15192508571","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
370,"502 ","WILLSON INTL LTD                                  ","                                                  ","19058711310","19058715334","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
371,"705 ","WILLSON INTL LTD                                  ","                                                  ","19058711310","19058715334","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
372,"813 ","WILLSON INTL LTD                                  ","                                                  ","19058711310","19058715334","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
373,"351 ","WORLD WIDE CB                                     ","                                                  ","14032912543","14032910361","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
374,"427 ","WORLD WIDE CB                                     ","                                                  ","14032912543","14032910361","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
375,"453 ","WORLD WIDE CB                                     ","                                                  ","14032912543","14032910361","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
376,"502 ","WORLD WIDE CB                                     ","                                                  ","14032912543","14033443091","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
377,"705 ","WORLD WIDE CB                                     ","                                                  ","14033443800","14033443091","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
378,"813 ","WORLD WIDE CB                                     ","                                                  ","16045384763","16045383452","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","M-F: 8 - 4 "
379,"ALL ","XM BROKERS LIMITED                                ","                                                  ","9056770890 ","9056770895 ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","n/a"
380,"ALL ","YUSEN AIR & SEA SERVICES                          ","                                                  ","9054589622 ","9054587120 ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","M-F: 9-5"
381,"ALL ","HONDA                                             ","                                                  ","n/a        ","n/a        ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","N/A"
382,"351 ","test broker                                       ","test                                              ","213        ","234        ","sdsdf                                             ","2007-06-08-15.01.31.000000","fdsdf               ","N/A"
383,"ALL ","FYKE TRADING AND LOGISTICS                        ","                                                  ","           ","           ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","N/A"
384,"ALL ","EDI                                               ","                                                  ","4166303000 ","4166301344 ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","N/A"
387,"440 ","HOC                                               ","                                                  ","18662209104","18662293197","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","N/A"
388,"ALL ","HOC                                               ","                                                  ","9056763230 ","9056761966 ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","N/A"
389,"ALL ","CANUSA                                            ","                                                  ","19059940114","19059940455","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","N/A"
390,"440 ","COMMERCE                                          ","                                                  ","15193371832","15193370802","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","N/A"
391,"502 ","LINE CARPENTIER OF ALBAY INTERNATIONAL            ","                                                  ","14502663350","14502630583","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","N/A"
392,"440 ","MENLO                                             ","                                                  ","15193371883","15193371885","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","N/A"
393,"440 ","TRANSAMERICAN                                     ","                                                  ","18109871343","18109871366","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ","N/A"
394,"ALL ","CSA                                               ","                                                  ","           ","           ","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ",""
395,"440 ","DSV TRANSPORT                                     ","                                                  ","15146361122","15146365025","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ",""
397,"ALL ","FRONTIER                                          ","                                                  ","12047844800","12047844803","                                                  ","2007-06-08-15.01.31.000000","JSINOPOLI           ",""
403,"ALL ","WAINEBEE SELF CLEAR                               ","CORAL NICHOLS                                     ","9055681700 ","18002681053","NA                                                ","2007-07-15-00.00.00.000000","JSINO               ","SELF CLEAR CLIENT. FAX DOCS TO ATTENTION CORAL NICHOLS"
404,"ALL ","THOMPSON INC PBB CLEARANCE                        ","LORI HALL                                         ","15198718574","19058718574","NA                                                ","2007-07-15-00.00.00.000000","JSINO               ","PBB IS BROKER AND LORI HALL IS CONTACT"
405,"ALL ","UPS-SCS                                           ","UPSSCS                                            ","16042709860","16042709449","NA                                                ","2007-07-15-00.00.00.000000","JSINO               ","ALL SAMSUNG AS PURCHASER OR IMPORTER (NOT CONSIGNEE) SHOULD BE SENT TO THE UPS SCS SAMSUNG TEAM IN BC."
407,"ALL ","RA FARROW FOR BRASS PRO                           ","KAREY MACDONALD                                   ","15199663003","15199661749","NA                                                ","2007-07-15-00.00.00.000000","JSINO               ","USE RA FARROW AT WINDSOR FOR ALL BRASS PRO SHIPMENT. KAREY IS AT EXTENSION 333. AFTERHOURS PHONE IS 15199729906"
415,"705 ","ROE LOGISTICS                                     ","N/A                                               ","14032916651","14032914003","N/A                                               ","2007-07-16-00.00.00.000000","HBELLIARD           ","N/A"
418,"440 ","PANALPINA                                         ","SUZANNE HEATON                                    ","15195208010","15192508479","NA                                                ","2007-07-17-00.00.00.000000","NA                  ","NA"
420,"ALL ","SELF CLEAR SYNNEX                                 ","VIVIEN                                            ","15198372444","N/A        ","CUSTOMSGROUP@SYNNEX.COM                           ","2007-07-17-00.00.00.000000","HBELLIARD           ","EMAIL ALL PAPERWORK (INCLUDING COVER PAGE) TO SYNNEX"
422,"ALL ","LIVINGSTON EPSON TEAM 48265  CLIENT #290680       ","KERRI KIRKPATRICK                                 ","NA         ","9056760994 ","KKIRKPATRICK@LIVINGSTONINTL.COM                   ","2007-07-17-00.00.00.000000","JSINO               ","PLEASE REMEMBER TO EMAIL CST65@LIVINGSTONINTL.COM."
424,"ALL ","LIVINGSTON ATTN: FAHMIDA                          ","N/A                                               ","18665487277","9054051246 ","N/A                                               ","2007-07-18-00.00.00.000000","KSUMRALL            ","TRANSILWRAP CANADA"
425,"ALL ","HOME HARDWARE (SELF CLEAR) CUSTOMS DEPT           ","N/A                                               ","15196642252","15196649971","N/A                                               ","2007-07-18-00.00.00.000000","EMARTIS             ","SELF CLEAR"
426,"ALL ","UNSWORTH                                          ","N/A                                               ","4166952233 ","4166951868 ","N/A                                               ","2007-07-19-00.00.00.000000","KSUMRALL            ","N/A"
427,"440 ","DHL DANZAS                                        ","n/a                                               ","15193364194","15193365331","n/a                                               ","2007-07-20-00.00.00.000000","HBELLIARD           ","n/a"
428,"440 ","RA FARROW (KAERSLEY ELECTRIC)                     ","MARY                                              ","15193442473","15193443910","N/A                                               ","2007-07-20-00.00.00.000000","KSUMRALL            ","THIS ONE IF THE SHIPMENT IS GOING TO KAERSLEY ELECTRIC"
430,"440 ","V ALEXANDER                                       ","N/A                                               ","16158850020","16153910692","N/A                                               ","2007-07-20-00.00.00.000000","MKOSTIC             ","N/A"
431,"ALL ","IN BOND                                           ","IN BOND                                           ","IN BOND    ","IN BOND    ","N/A                                               ","2007-07-23-00.00.00.000000","HBELLIARD           ","DO NOT FAX PPWK. REQUEST BOND SHED NUMBER."
432,"ALL ","EMAIL                                             ","EMAIL                                             ","EMAIL      ","EMAIL      ","EMAIL                                             ","2007-07-23-00.00.00.000000","HBELLIARD           ","EMAIL DOCS TO BROKER"
433,"ALL ","PEACE BRIDGE C.B.                                 ","LORI                                              ","19058716500","19058718574","N/A                                               ","2007-07-23-00.00.00.000000","HBELLIARD           ","FAX DOCS FOR THOMPSON INC TO THIS NUMBER"
434,"ALL ","PARKER HANNIFIN - SELF CLEAR                      ","N/A                                               ","19053098312","19053098382","N/A                                               ","2007-07-23-00.00.00.000000","HBELLIARD           ","N/A"
436,"ALL ","J B  CUSTOMS BROKER                               ","N/A                                               ","9056255151 ","9056250202 ","N/A                                               ","2007-07-23-00.00.00.000000","HBELLIARD           ","N/A"
438,"453 ","LEVEILLE INTL                                     ","N/A                                               ","14503788474","14503788700","N/A                                               ","2007-07-24-00.00.00.000000","KSUMRALL            ","N/A"
439,"ALL ","BAY BROKERAGE                                     ","NA                                                ","16135927944","16135924044","NA                                                ","2007-07-24-00.00.00.000000","HBELLIARD           ","NA"
440,"453 ","KEY                                               ","NA                                                ","15199679170","15199679165","NA                                                ","2007-07-24-00.00.00.000000","HBELLIARD           ","NA"
441,"ALL ","SELF CLEAR (WAINBEE LTD)                          ","CORAL                                             ","9055681700 ","18002681053","NA                                                ","2007-07-24-00.00.00.000000","HBELLIARD           ","NA"
442,"ALL ","KUEHNE & NAGEL (FABCO)                            ","NA                                                ","9055027776 ","9055016661 ","NA                                                ","2007-07-25-00.00.00.000000","HBELLIARD           ","ALL FABCO SHOULD BE FAXED TO THIS NUMBER ONLY"
445,"ALL ","J D IRVING                                        ","NA                                                ","15066356801","15066483075","NA                                                ","2007-07-25-00.00.00.000000","NA                  ","NA"
446,"ALL ","AMERICAN ACT                                      ","NA                                                ","4166798239 ","4166798253 ","NA                                                ","2007-07-25-00.00.00.000000","NA                  ","NA"
449,"ALL ","RA FARROW (BASS PRO)                              ","KAREY MACDONALD                                   ","15199663003","15199661749","NA                                                ","2007-07-26-00.00.00.000000","HBELLIARD           ","ALL BASS PRO GET FAXED TO THIS NUMBER"
450,"ALL ","ACS CUSTOMERS                                     ","RON PROTOR                                        ","4162139093 ","4162139020 ","N/A                                               ","2007-07-26-00.00.00.000000","KSUMRALL            ","ATT RON"
451,"ALL ","GEORGE H YOUNG (CANADIAN BRAKE)                   ","NA                                                ","16042702363","16042702701","NA                                                ","2007-07-26-00.00.00.000000","HBELLIARD           ","USE THIS FOR ALL (CANADIAN BRAKE)"
455,"440 ","UPS CANADA LTD                                    ","BONNIE                                            ","18002038132","18002206944","N/A                                               ","2007-07-27-00.00.00.000000","KSUMRALL            ","N/A"
463,"502 ","COMPLETE FREIGHT                                  ","N/A                                               ","9054586738 ","N/A        ","N/A                                               ","2007-07-27-00.00.00.000000","MAKOSTIC            ","N/A"
465,"ALL ","BELER HOLDINGS - SELF CLEAR                       ","CHERYL                                            ","9055691277 ","9055691849 ","NA                                                ","2007-07-31-00.00.00.000000","JSINO               ","BELER HOLDINGS CLEARS THEIR OWN SHIPMENTS. PLEASE FAX ANY DOCS RECEIVED."
466,"ALL ","JDI CB                                            ","N/A                                               ","15066356801","15066423075","N/A                                               ","2007-07-31-00.00.00.000000","KSUMRALL            ","N/A"
467,"ALL ","WARREN CHAPIN                                     ","NA                                                ","4164335550 ","9058499267 ","NA                                                ","2007-07-31-00.00.00.000000","NA                  ","SELF CLEAR"
468,"502 ","RA FARROW                                         ","ALLEN                                             ","17804235468","17804281389","EXT 242                                           ","2007-08-01-00.00.00.000000","KSUMRALL            ","N/A"
470,"ALL ","KUEHNE & NAGEL - MODUSLINK CORP                   ","JAMEELA AHAD                                      ","9055027776 ","9055016661 ","NA                                                ","2007-08-03-00.00.00.000000","JSINO               ","WHEN CALLING K & N IN REGARDS TO ANY MODUSLINK SHIPMENT, PLEASE ADVISE THAT THE CLIENT IS KNVIA."
471,"ALL ","BALI INTL                                         ","N/A                                               ","9056719033 ","9056718487 ","N/A                                               ","2007-08-06-00.00.00.000000","MAKOSTIC            ","N/A"
486,"ALL ","RICHMOND CUSTOMS BROKERS LTD                      ","NA                                                ","18198263715","18198266497","NA                                                ","2007-08-07-00.00.00.000000","FGUERRERO           ","NA"
489,"ALL ","LETTERLOCK CUSTOM BROKERS                         ","NA                                                ","16045047575","16045047576","NA                                                ","2007-08-08-00.00.00.000000","FGUERRERO           ","Also known as United Letterlock Holdings Inc"
491,"ALL ","FREDERECK W JOHNSON                               ","NA                                                ","9056249654 ","9056249041 ","NA                                                ","2007-08-08-00.00.00.000000","JSINO               ","FORMERLY TUDOR CB"
492,"ALL ","MENDELSON                                         ","N/A                                               ","16046875535","16046871463","N/A                                               ","2007-08-08-00.00.00.000000","KSUMRALL            ","N/A"
493,"ALL ","KUEHNE & NAGEL (CD NOVA)                          ","NA                                                ","16046844531","16046843317","NA                                                ","2007-08-09-00.00.00.000000","HBELLIARD           ","NA"
494,"813 ","KUEHNE & NAGEL                                    ","NA                                                ","16046844531","16046844531","NA                                                ","2007-08-09-00.00.00.000000","HBELLIARD           ","NA"
495,"ALL ","CROSS BORDER SOLUTIONS                            ","NA                                                ","16139681428","16139680137","NA                                                ","2007-08-10-00.00.00.000000","JSINO               ","ONE LOCATION FOR ALL PORTS"
496,"ALL ","TOWER GROUP                                       ","SEE NOTES                                         ","SEE NOTES  ","SEE NOTES  ","SEE NOTES                                         ","2007-08-10-00.00.00.000000","JSINO               ","TOWER GROUP IS NOW FTN."
497,"ALL ","LYNDEN LOGISTICS                                  ","N/A                                               ","17809609444","17809605991","N/A                                               ","2007-08-10-00.00.00.000000","MKOSTIC             ","AMERICAN BROKER"
500,"211 ","FEDEX TRADE NETWORKS                              ","NA                                                ","14502482724","14502484489","NA                                                ","2007-08-14-00.00.00.000000","FGUERRERO           ","NA"
501,"ALL ","BGL BROKERAGE (GARMIN INTERNATIONAL)              ","NA                                                ","15142888111","15142886226","NA                                                ","2007-08-16-00.00.00.000000","HBELLIARD           ","NA"
502,"ALL ","AUTOMOTIVE MULTIMEDIA SERVICE SELF CLEAR          ","LISA                                              ","9052382169 ","9052382403 ","NA                                                ","2007-08-16-00.00.00.000000","HBELLIARD           ","NA"
503,"ALL ","MERIDIAN                                          ","NA                                                ","18168023210","19132349497","NA                                                ","2007-08-16-00.00.00.000000","HBELLIARD           ","NA"
504,"ALL ","READ CLIENT NOTES                                 ","NA                                                ","NA         ","NS         ","NS                                                ","2007-08-16-00.00.00.000000","JSINO               ","READ CLIENT NOTES"
505,"ALL ","KUEHNE & NAGEL (INSTRUMENT SYSTEMS)               ","na                                                ","16137367424","16137367427","na                                                ","2007-08-16-00.00.00.000000","HBELLIARD           ","na"
506,"ALL ","T A APPLIANCE WAREHOUSE (SELF CLEAR)              ","NA                                                ","15195780300","15198851390","NA                                                ","2007-08-17-00.00.00.000000","HBELLIARD           ","NA"
509,"351 ","A & A                                             ","NA                                                ","14502463552","14502463699","NA                                                ","2007-08-17-00.00.00.000000","FGUERRERO           ","24 / 7 OFFICE LACOLLE"
510,"ALL ","EMO TRANS (CANADA) FREIGHT                        ","NA                                                ","9056769782 ","9056769810 ","NA                                                ","2007-08-20-00.00.00.000000","HBELLIARD           ","NA"
511,"ALL ","SELF CLEAR ATTN. NEIL                             ","NEIL                                              ","18002651840","15196595394","NA                                                ","2007-08-20-00.00.00.000000","HBELLIARD           ","NA"
512,"ALL ","SELF CLEARER CLIENT                               ","NA                                                ","NA         ","NA         ","NA                                                ","2007-08-20-00.00.00.000000","JSINOPOLI           ","NA"
516,"502 ","AFFILIATED C.B.                                   ","NA                                                ","12047839277","12047839717","NA                                                ","2007-08-20-00.00.00.000000","EMARTIS             ","NA"
517,"705 ","AFFILIATED CB                                     ","NA                                                ","14033443829","14033443890","NA                                                ","2007-08-21-00.00.00.000000","HBELLIARD           ","NA"
518,"211 ","AFFILIATED CB                                     ","NA                                                ","19024221256","19024222739","NA                                                ","2007-08-21-00.00.00.000000","HBELLIARD           ","NA"
519,"211 ","COLE INTL                                         ","NA                                                ","19024292321","19024295374","NA                                                ","2007-08-21-00.00.00.000000","HBELLIARD           ","NA"
522,"427 ","DHL DANZAS                                        ","NA                                                ","19058712222","19058711400","NA                                                ","2007-08-21-00.00.00.000000","HBELLIARD           ","NA"
525,"502 ","DHL DANZAS                                        ","NA                                                ","14035161900","14035161904","NA                                                ","2007-08-21-00.00.00.000000","HBELLIARD           ","NA"
526,"211 ","DHL DANZAS                                        ","NA                                                ","15146377000","15146335909","NA                                                ","2007-08-21-00.00.00.000000","HBELLIARD           ","NA"
527,"813 ","DHL DANZAS                                        ","NA                                                ","16045388862","16045388702","NA                                                ","2007-08-21-00.00.00.000000","HBELLIARD           ","NA"
528,"211 ","KINTETSU WORLD EXPRESS                            ","NA                                                ","19028733682","19028733784","NA                                                ","2007-08-21-00.00.00.000000","HBELLIARD           ","NA"
529,"211 ","PF COLLINS                                        ","NA                                                ","19024961500","19022491506","NA                                                ","2007-08-21-00.00.00.000000","HBELLIARD           ","NA"
531,"211 ","SCHENKER OF CANADA                                ","NA                                                ","19024238324","19024253325","NA                                                ","2007-08-21-00.00.00.000000","HBELLIARD           ","NA"
532,"211 ","UPS SCS                                           ","NA                                                ","19024531712","19054531862","NA                                                ","2007-08-21-00.00.00.000000","HBELLIARD           ","NA"
534,"ALL ","SCHENKER OF CANADA (XOMOX CANADA)                 ","na                                                ","15142857600","15142851359","na                                                ","2007-08-23-00.00.00.000000","HBELLIARD           ","ALL PORTS"
535,"ALL ","AGILITY                                           ","N/A                                               ","9056127500 ","9056127550 ","N/A                                               ","2007-08-23-00.00.00.000000","MAKOSTIC            ","USED TO BE GEO LOGISTICS. NEW NAME"
536,"ALL ","SCHENKER OF CANADA                                ","N/A                                               ","18007113979","18005671348","N/A                                               ","2007-08-23-00.00.00.000000","MAKOSTIC            ","24/7 ALL PORTS"
537,"ALL ","FILLM LOGISTICS ATT DARRAN JAIN                   ","NA                                                ","16042443913","16042443914","NA                                                ","2007-08-24-00.00.00.000000","EMARTIS             ","NA"
538,"ALL ","SELF CLEAR (STANDARD AERO LIMITED)                ","NA                                                ","12047882755","12047882727","NA                                                ","2007-08-28-00.00.00.000000","HBELLIARD           ","NA"
539,"ALL ","LM CLARK                                          ","NA                                                ","9056738650 ","9056738650 ","NA                                                ","2007-08-29-00.00.00.000000","HBELLIARD           ","NA"
545,"ALL ","LYNTON CANADA                                     ","NA                                                ","9054059800 ","9058586081 ","NA                                                ","2007-09-04-00.00.00.000000","FGUERRERO           ","NA"
547,"813 ","HULS JACK R & CO                                  ","NA                                                ","16045381469","16046280377","NA                                                ","2007-09-04-00.00.00.000000","FGUERRERO           ","NA"
548,"453 ","YRC LOGISTIC ATT KAREN TINO                       ","NA                                                ","17165644230","19132172536","NA                                                ","2007-09-05-00.00.00.000000","EMARTIS             ","NA"
550,"ALL ","SCHENKER OF CANADA-TEAM 2                         ","TEAM 2                                            ","9056760676 ","9056761235 ","NA                                                ","2007-09-07-00.00.00.000000","FGUERRERO           ","TORONTO OFFICE-TEAM 2"
553,"ALL ","FW JOHNSON                                        ","N/A                                               ","15199729393","15199729955","N/A                                               ","2007-09-12-00.00.00.000000","jcaballero          ","N/A"
554,"ALL ","SELF CLEAR (BMW) ATTN. HEDI                       ","HEDI                                              ","9054284954 ","9054285062 ","NA                                                ","2007-09-14-00.00.00.000000","HBELLIARD           ","THEY ARE SELF CLEAR"
557,"502 ","GW NICKERSON                                      ","N/A                                               ","16306797564","12506245855","N/A                                               ","2007-09-14-00.00.00.000000","JCABALLERO          ","N/A"
558,"ALL ","SELF CLEAR (BERENDSEN)                            ","Linda Weeks                                       ","4169403817 ","4163350406 ","customs@bfpna.com                                 ","2007-09-17-00.00.00.000000","HBELLIARD           ","OR Brenda Frew 416-940-3816"
562,"453 ","PENINSULA CB                                      ","na                                                ","15192508333","15192500775","na                                                ","2007-09-18-00.00.00.000000","FGUERRERO           ","M-F: 8 TO 5"
